any,districte,seccio,sexe,codi_nivell_estudis,nivell_estudis,data_naixement,codi_municipi_naixement,municipi_pais_naixement,codi_provincia_naixement,provincia_naixement,codi_nacionalitat,nacionalitat,data_alta,codi_municipi_procedencia,municipi_pais_procedencia,codi_provincia_procedencia,provincia_procedencia
2022,5,6,DONA,46,LLICENCIAT O GRAU UNIVER.,1970,79,GIRONA,17,GIRONA,108,ESPAÑA,01/05/1996,79,GIRONA,17,GIRONA
2022,5,7,DONA,11,NI LLEGIR NI ESCRIURE,2008,79,GIRONA,17,GIRONA,108,ESPAÑA,21/07/2008,,,,
2022,5,7,HOME,31,"BATX. ELEM., GRADUAT, ESO",1962,24,<20,39,CANTABRIA,108,ESPAÑA,01/05/1996,87,<20,39,CANTABRIA
2022,6,1,DONA,42,"BATXILLER SUPERIOR, BUP",1990,79,GIRONA,17,GIRONA,108,ESPAÑA,01/05/1996,79,GIRONA,17,GIRONA
2022,6,1,DONA,40,"BATXILLER,FPII O SUPERIOR",1965,79,GIRONA,17,GIRONA,108,ESPAÑA,01/05/1996,79,GIRONA,17,GIRONA
2022,6,1,HOME,11,NI LLEGIR NI ESCRIURE,1999,79,GIRONA,17,GIRONA,108,ESPAÑA,06/01/1999,79,GIRONA,17,GIRONA
2022,6,1,HOME,40,"BATXILLER,FPII O SUPERIOR",1941,79,GIRONA,17,GIRONA,108,ESPAÑA,01/05/1996,79,GIRONA,17,GIRONA
2022,6,2,DONA,40,"BATXILLER,FPII O SUPERIOR",1944,79,GIRONA,17,GIRONA,108,ESPAÑA,01/05/1996,79,GIRONA,17,GIRONA
2022,6,2,HOME,40,"BATXILLER,FPII O SUPERIOR",1964,19,BARCELONA,8,BARCELONA,108,ESPAÑA,20/01/1998,163,SANT GREGORI,17,GIRONA
2022,6,2,HOME,44,DIPLOMAT ESCOLA UNIVERS.,1969,79,GIRONA,17,GIRONA,108,ESPAÑA,08/04/1999,66,FIGUERES,17,GIRONA
2022,6,2,DONA,42,"BATXILLER SUPERIOR, BUP",1962,79,GIRONA,17,GIRONA,108,ESPAÑA,01/05/1996,79,GIRONA,17,GIRONA
2022,6,2,DONA,21,SENSE ESTUDIS,1973,228,MARRUECOS,66,EXTRANJERO,228,MARRUECOS,06/11/2009,79,GIRONA,17,GIRONA
2022,6,2,DONA,21,SENSE ESTUDIS,1984,228,MARRUECOS,66,EXTRANJERO,228,MARRUECOS,30/03/2010,79,GIRONA,17,GIRONA
2022,6,3,HOME,11,NI LLEGIR NI ESCRIURE,2011,79,GIRONA,17,GIRONA,228,MARRUECOS,24/05/2011,79,GIRONA,17,GIRONA
2022,6,3,HOME,22,PRIMÀRIA INCOMPLETA,1977,228,MARRUECOS,66,EXTRANJERO,228,MARRUECOS,18/03/2008,79,GIRONA,17,GIRONA
2022,6,3,DONA,31,"BATX. ELEM., GRADUAT, ESO",1984,120,PALENCIA,34,PALENCIA,108,ESPAÑA,28/11/2013,155,SALT,17,GIRONA
2022,6,3,DONA,42,"BATXILLER SUPERIOR, BUP",1986,112,<20,66,EXTRANJERO,112,HUNGRIA,12/11/2009,112,<20,66,EXTRANJERO
2022,6,3,DONA,11,NI LLEGIR NI ESCRIURE,1949,228,MARRUECOS,66,EXTRANJERO,228,MARRUECOS,20/10/1997,228,MARRUECOS,66,EXTRANJERO
2022,6,3,HOME,11,NI LLEGIR NI ESCRIURE,1947,228,MARRUECOS,66,EXTRANJERO,228,MARRUECOS,20/10/1997,228,MARRUECOS,66,EXTRANJERO
2022,6,4,DONA,31,"BATX. ELEM., GRADUAT, ESO",1981,228,MARRUECOS,66,EXTRANJERO,228,MARRUECOS,02/07/2007,155,SALT,17,GIRONA
2022,6,4,HOME,22,PRIMÀRIA INCOMPLETA,1968,79,GIRONA,17,GIRONA,108,ESPAÑA,14/01/2010,155,SALT,17,GIRONA
2022,6,4,HOME,22,PRIMÀRIA INCOMPLETA,1971,163,SANT GREGORI,17,GIRONA,108,ESPAÑA,31/01/2013,155,SALT,17,GIRONA
2022,6,4,HOME,31,"BATX. ELEM., GRADUAT, ESO",1963,79,GIRONA,17,GIRONA,108,ESPAÑA,24/07/2013,155,SALT,17,GIRONA
2022,6,4,HOME,22,PRIMÀRIA INCOMPLETA,1957,6,<20,6,BADAJOZ,108,ESPAÑA,01/05/1996,274,SALAMANCA,37,SALAMANCA
2022,6,4,HOME,22,PRIMÀRIA INCOMPLETA,1973,79,GIRONA,17,GIRONA,108,ESPAÑA,01/03/2006,79,GIRONA,17,GIRONA
2022,6,4,DONA,31,"BATX. ELEM., GRADUAT, ESO",1924,186,VALLADOLID,47,VALLADOLID,108,ESPAÑA,01/05/1996,186,VALLADOLID,47,VALLADOLID
2022,6,4,DONA,31,"BATX. ELEM., GRADUAT, ESO",1957,81,<20,23,JAÉN,108,ESPAÑA,01/05/1996,117,PALAFRUGELL,17,GIRONA
2022,6,5,HOME,32,FORMACIÓ PROFESS 1ER GRAU,1957,88,<20,8,BARCELONA,108,ESPAÑA,01/05/1996,117,PALAFRUGELL,17,GIRONA
2022,6,5,HOME,42,"BATXILLER SUPERIOR, BUP",1971,79,GIRONA,17,GIRONA,108,ESPAÑA,01/05/1996,79,GIRONA,17,GIRONA
2022,6,5,HOME,42,"BATXILLER SUPERIOR, BUP",1964,79,GIRONA,17,GIRONA,108,ESPAÑA,01/05/1996,79,GIRONA,17,GIRONA
2022,6,5,HOME,41,FORMACIÓ PROFESS 2ON GRAU,1954,79,GIRONA,17,GIRONA,108,ESPAÑA,01/05/1996,79,GIRONA,17,GIRONA
2022,6,5,DONA,42,"BATXILLER SUPERIOR, BUP",1960,79,GIRONA,17,GIRONA,108,ESPAÑA,01/05/1996,79,GIRONA,17,GIRONA
2022,6,5,HOME,32,FORMACIÓ PROFESS 1ER GRAU,1960,79,GIRONA,17,GIRONA,108,ESPAÑA,01/05/1996,79,GIRONA,17,GIRONA
2022,6,5,HOME,42,"BATXILLER SUPERIOR, BUP",1963,79,GIRONA,17,GIRONA,108,ESPAÑA,01/05/1996,79,GIRONA,17,GIRONA
2022,6,6,DONA,46,LLICENCIAT O GRAU UNIVER.,1965,19,BARCELONA,8,BARCELONA,108,ESPAÑA,28/10/2003,95,LLORET DE MAR,17,GIRONA
2022,6,6,DONA,11,NI LLEGIR NI ESCRIURE,1933,56,PUENTE GENIL,14,CÓRDOBA,108,ESPAÑA,01/05/1996,56,PUENTE GENIL,14,CÓRDOBA
2022,6,6,HOME,42,"BATXILLER SUPERIOR, BUP",1967,203,ARGELIA,66,EXTRANJERO,203,ARGELIA,27/02/1997,203,ARGELIA,66,EXTRANJERO
2022,6,6,DONA,42,"BATXILLER SUPERIOR, BUP",1970,79,GIRONA,17,GIRONA,108,ESPAÑA,19/09/1996,79,GIRONA,17,GIRONA
2022,6,6,DONA,31,"BATX. ELEM., GRADUAT, ESO",1996,79,GIRONA,17,GIRONA,108,ESPAÑA,01/05/1996,79,GIRONA,17,GIRONA
2022,6,6,HOME,42,"BATXILLER SUPERIOR, BUP",1952,51,<20,44,TERUEL,108,ESPAÑA,30/03/2012,79,GIRONA,17,GIRONA
2022,6,6,HOME,31,"BATX. ELEM., GRADUAT, ESO",1988,92,LLANÇÀ,17,GIRONA,108,ESPAÑA,31/08/2011,92,LLANÇÀ,17,GIRONA
2022,6,6,HOME,11,NI LLEGIR NI ESCRIURE,2012,79,GIRONA,17,GIRONA,108,ESPAÑA,08/08/2012,,,,
2022,6,6,DONA,46,LLICENCIAT O GRAU UNIVER.,1977,66,FIGUERES,17,GIRONA,108,ESPAÑA,22/01/2008,66,FIGUERES,17,GIRONA
2022,6,6,HOME,46,LLICENCIAT O GRAU UNIVER.,1974,66,FIGUERES,17,GIRONA,108,ESPAÑA,22/01/2008,66,FIGUERES,17,GIRONA
2022,6,7,DONA,11,NI LLEGIR NI ESCRIURE,2008,79,GIRONA,17,GIRONA,108,ESPAÑA,13/01/2008,79,GIRONA,17,GIRONA
2022,6,7,HOME,45,"ARQUITECTE,ENGINYER TÈCNI",1976,274,SALAMANCA,37,SALAMANCA,108,ESPAÑA,24/03/2010,99,<20,8,BARCELONA
2022,6,7,HOME,11,NI LLEGIR NI ESCRIURE,2012,79,GIRONA,17,GIRONA,108,ESPAÑA,14/05/2012,79,GIRONA,17,GIRONA
2022,6,7,DONA,46,LLICENCIAT O GRAU UNIVER.,1980,79,GIRONA,17,GIRONA,108,ESPAÑA,24/03/2010,49,CELRÀ,17,GIRONA
2022,6,7,HOME,11,NI LLEGIR NI ESCRIURE,2009,79,GIRONA,17,GIRONA,108,ESPAÑA,23/11/2009,79,GIRONA,17,GIRONA
2022,6,7,DONA,42,"BATXILLER SUPERIOR, BUP",1988,350,URUGUAY,66,EXTRANJERO,108,ESPAÑA,09/06/2011,233,VILOBI D'ONYAR,17,GIRONA
